id,code,name,price,up_down_rate,up_down,up_rate,change_rate,quantity_rate,amplitude_rate,transaction,circulating,circulation_market,pe_ratio
968,688051,佳华科技,32.43,3.08,0.97,0.22,0.83,1.08,4.74,2067.30万,7733.40万,25.08亿,亏损
969,3001,中岩大地,17.4,3.08,0.52,0.06,3.1,1.66,4.38,2625.27万,4937.51万,8.59亿,192.05
970,688549,中巨芯-U,10.71,3.08,0.32,-0.37,18.45,0.83,6.54,5.12亿,2.62亿,28.01亿,416
971,2929,润建股份,36.49,3.08,1.09,-0.03,4.29,1.17,4.61,3.15亿,2.04亿,74.33亿,17.63
972,600636,国新文化,10.05,3.08,0.3,0.1,1.89,1.94,3.69,8294.65万,4.40亿,44.27亿,192.44
973,301083,百胜智能,17.1,3.07,0.51,0.18,5.05,1.02,3.74,4500.64万,5263.43万,9.00亿,84.88
974,300989,蕾奥规划,19.45,3.07,0.58,0,7.06,1.25,4.24,5512.92万,4050.00万,7.88亿,105.21
975,688070,纵横股份,36.21,3.07,1.08,0.22,0.39,1.08,4.18,531.07万,3838.00万,13.90亿,亏损
976,601901,方正证券,7.38,3.07,0.22,-0.14,0.63,1.91,3.35,3.82亿,82.32亿,607.53亿,21.1
977,300071,福石控股,3.69,3.07,0.11,0,1.27,1.55,4.19,4209.14万,9.06亿,33.44亿,亏损
978,605018,长华集团,10.74,3.07,0.32,0,2.31,0.85,3.46,2301.83万,9348.64万,10.04亿,105.48
979,603308,应流股份,14.1,3.07,0.42,0.57,0.49,1.15,3.44,4698.56万,6.83亿,96.32亿,29.81
980,600794,保税科技,3.7,3.06,0.11,0.27,1.19,1.95,3.34,5247.09万,12.12亿,44.85亿,16.03
981,688523,航天环宇,24.22,3.06,0.72,0.21,4.49,1.21,4.21,3635.52万,3383.82万,8.20亿,277.67
982,600841,动力新科,6.06,3.06,0.18,0.33,0.63,1.69,3.4,3448.47万,9.20亿,55.76亿,亏损
983,300497,富祥药业,11.45,3.06,0.34,0.09,1.28,0.98,4.59,6470.25万,4.47亿,51.22亿,亏损
984,2600,领益智造,5.73,3.06,0.17,0.18,0.77,1.45,3.96,3.00亿,68.92亿,394.88亿,16.09
985,688598,金博股份,77.2,3.06,2.29,-0.19,1.11,1.04,4,1.18亿,1.39亿,107.49亿,18.98
986,603598,引力传媒,9.44,3.06,0.28,0.11,2.33,1.74,3.93,5836.50万,2.68亿,25.29亿,39.48
987,301262,海看股份,28.66,3.06,0.85,0.04,8.78,1.54,4.82,9746.12万,3915.42万,11.22亿,30.58
988,688658,悦康药业,17.2,3.06,0.51,-0.06,2.03,1.26,4.49,7011.12万,2.05亿,35.19亿,18.69
989,605298,必得科技,15.18,3.06,0.45,-0.26,2.25,1,4.21,1447.85万,4290.00万,6.51亿,63.36
990,300348,长亮科技,9.79,3.05,0.29,0,1.21,1.16,3.37,7196.76万,6.16亿,60.35亿,亏损
991,301336,趣睡科技,44.55,3.05,1.32,0.16,2.54,1.32,4.14,2885.04万,2574.66万,11.47亿,65.39
992,688253,英诺特,20.6,3.05,0.61,0,1.96,1.1,4.45,2602.36万,6587.84万,13.57亿,18.1
993,301381,赛维时代,33.78,3.05,1,-0.03,8.64,0.9,5.92,9119.94万,3141.09万,10.61亿,44.95
994,300043,星辉娱乐,3.38,3.05,0.1,0.3,4.18,1.53,4.27,1.17亿,8.36亿,28.25亿,亏损
995,300465,高伟达,10.14,3.05,0.3,0.1,3.56,1.84,3.56,1.60亿,4.47亿,45.30亿,153.92
996,300726,宏达电子,36.51,3.05,1.08,0,1.24,1.62,4.09,9502.47万,2.14亿,77.98亿,26.62
997,600271,航天信息,12.17,3.05,0.36,0,0.76,1.33,3.39,1.69亿,18.53亿,225.50亿,21.43
998,300857,协创数据,22.67,3.05,0.67,-0.13,1.76,1.18,4.64,8102.42万,2.07亿,46.83亿,24.45
999,301309,万得凯,27.75,3.04,0.82,0.14,1.44,0.77,3.75,987.31万,2500.00万,6.94亿,30.17
1000,2681,奋达科技,4.74,3.04,0.14,0.21,2.03,1.15,3.7,1.30亿,13.59亿,64.41亿,28.47
